#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
465,John Holland,CLE,24,7.3,0.7,2.5,.288,0.5,1.5,.306,0.4,0.5,.692,0.3,0.4,0.2,0.8,1.0,0.2,0.3,0.1,2.2
466,Bruno Caboclo,SAC,12,8.9,0.8,2.6,.290,0.2,1.4,.176,0.4,0.5,.833,0.3,0.7,0.6,1.2,1.8,0.3,0.2,0.3,2.2
467,Eric Moreland,DET,67,12.0,1.0,1.8,.541,0.0,0.0,.000,0.2,0.4,.379,0.6,1.7,1.2,2.9,4.1,1.2,0.5,0.8,2.1
468,George Papagiannis,POR,17,7.2,1.1,2.5,.429,0.0,0.0,.000,0.0,0.0,.000,0.5,0.7,0.8,1.4,2.2,0.5,0.2,0.4,2.1
469,Nick Collison,OKC,15,5.0,0.9,1.3,.684,0.0,0.0,.000,0.3,0.9,.385,0.5,0.5,0.5,0.9,1.3,0.3,0.0,0.0,2.1
470,Ryan Arcidiacono,CHI,24,12.7,0.7,1.7,.415,0.4,1.3,.290,0.2,0.2,.833,0.5,0.8,0.0,1.0,1.0,1.5,0.5,0.0,2.0
471,Daniel Hamilton,OKC,6,4.6,0.8,1.8,.455,0.3,0.8,.400,0.0,0.0,.000,0.3,0.3,0.0,0.8,0.8,1.3,0.2,0.0,2.0
472,Mangok Mathiang,CHA,4,5.0,1.0,1.8,.571,0.0,0.0,.000,0.0,0.2,.000,0.0,1.2,0.8,1.8,2.5,0.0,0.2,0.0,2.0
473,Devin Robinson,WAS,1,13.2,1.0,3.0,.333,0.0,0.0,.000,0.0,0.0,.000,0.0,2.0,2.0,3.0,5.0,0.0,1.0,0.0,2.0
474,Luol Deng,LAL,1,13.1,1.0,2.0,.500,0.0,0.0,.000,0.0,0.0,.000,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
475,Edmond Sumner,IND,1,2.2,1.0,1.0,1.000,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
476,Justin Patton,MIN,1,3.7,1.0,2.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
477,Gordon Hayward,BOS,1,5.2,1.0,2.0,.500,0.0,1.0,.000,0.0,0.0,.000,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
478,Jeremy Evans,ATL,1,5.3,1.0,1.0,1.000,0.0,0.0,.000,0.0,0.0,.000,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
479,Quincy Pondexter,CHI,23,8.5,0.6,2.1,.286,0.1,1.0,.136,0.6,0.7,.824,0.5,1.0,0.3,0.8,1.2,0.4,0.3,0.1,2.0
480,Kyle Singler,OKC,12,4.9,0.6,1.8,.333,0.2,0.4,.400,0.6,1.1,.538,0.2,0.3,0.1,0.8,0.8,0.2,0.1,0.0,1.9
481,"Derrick Walton, Jr.",MIA,16,9.2,0.5,1.6,.320,0.4,1.1,.412,0.4,0.4,1.000,0.1,0.4,0.1,0.9,1.0,1.0,0.4,0.2,1.8
482,Dakari Johnson,OKC,31,5.2,0.7,1.3,.564,0.0,0.0,.000,0.4,0.6,.550,0.1,0.9,0.5,0.6,1.1,0.3,0.2,0.3,1.8
483,Marshall Plumlee,MIL,8,6.5,0.1,0.4,.333,0.0,0.0,.000,1.5,2.0,.750,0.4,1.2,0.5,1.6,2.1,0.2,0.0,0.1,1.8
484,DeAndre Liggins,NOP,58,12.5,0.7,1.8,.377,0.3,0.9,.358,0.0,0.1,.400,0.3,1.4,0.1,1.2,1.3,0.8,0.6,0.2,1.7
485,Damien Wilkins,IND,19,8.0,0.7,2.1,.333,0.2,0.9,.222,0.2,0.2,.750,0.3,0.4,0.3,0.6,0.8,0.5,0.1,0.1,1.7
486,Joakim Noah,NYK,7,5.7,0.7,1.4,.500,0.0,0.0,.000,0.3,0.6,.500,0.6,0.7,0.9,1.1,2.0,0.6,0.3,0.3,1.7
487,Larry Drew,NOP,10,7.0,0.7,2.4,.292,0.3,0.9,.333,0.0,0.0,.000,0.3,0.6,0.3,0.0,0.3,1.0,0.0,0.0,1.7
488,Damian Jones,GSW,15,5.9,0.7,1.5,.500,0.0,0.0,.000,0.2,0.3,.600,0.3,0.9,0.3,0.6,0.9,0.1,0.1,0.2,1.7
489,Matt Williams,MIA,3,3.8,0.7,2.0,.333,0.3,1.7,.200,0.0,0.0,.000,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,1.7
490,Furkan Korkmaz,PHI,14,5.7,0.6,2.0,.286,0.4,1.2,.294,0.1,0.3,.500,0.1,0.9,0.1,0.6,0.8,0.3,0.1,0.1,1.6
491,James Webb III,BRK,10,12.0,0.6,2.4,.250,0.4,1.9,.211,0.0,0.0,.000,0.4,1.0,0.8,1.6,2.4,0.4,0.1,0.0,1.6
492,Andrew Bogut,LAL,24,9.0,0.7,1.0,.680,0.0,0.0,.000,0.1,0.1,1.000,0.8,1.7,1.1,2.2,3.2,0.6,0.2,0.5,1.5
493,Richard Jefferson,DEN,20,8.2,0.6,1.4,.444,0.1,0.3,.286,0.2,0.3,.571,0.2,0.6,0.1,0.8,0.8,0.8,0.1,0.1,1.5
494,Alfonzo McKinnie,TOR,14,3.8,0.6,1.1,.533,0.2,0.6,.333,0.1,0.2,.667,0.2,0.6,0.1,0.4,0.5,0.1,0.1,0.1,1.5
495,Joel Bolomboy,MIL,6,6.3,0.5,1.0,.500,0.0,0.2,.000,0.5,1.0,.500,0.3,0.5,1.0,0.7,1.7,0.0,0.3,0.0,1.5
496,Jeff Withey,DAL,10,3.9,0.6,1.6,.375,0.2,1.0,.200,0.1,0.2,.500,0.2,0.3,0.1,0.9,1.0,0.0,0.0,0.3,1.5
497,Vince Hunter,MEM,4,1.9,0.8,1.2,.600,0.0,0.0,.000,0.0,0.0,.000,0.2,0.0,0.5,0.2,0.8,0.0,0.0,0.2,1.5
498,Thomas Bryant,LAL,15,4.8,0.5,1.4,.381,0.1,0.7,.100,0.3,0.6,.556,0.1,0.4,0.2,0.9,1.1,0.4,0.1,0.1,1.5
499,Marcus Georges-Hunt,MIN,42,5.3,0.5,1.1,.438,0.1,0.4,.267,0.3,0.5,.619,0.1,0.8,0.2,0.2,0.4,0.2,0.1,0.0,1.4
500,Antonius Cleveland,ATL,17,7.2,0.5,1.2,.381,0.2,0.2,.750,0.2,0.4,.667,0.4,1.4,0.2,0.6,0.8,0.1,0.4,0.3,1.4
501,Tim Quarterman,HOU,3,4.2,0.3,1.0,.333,0.0,0.7,.000,0.7,0.7,1.000,0.7,0.3,0.0,1.0,1.0,0.3,0.0,0.0,1.3
502,Markel Brown,HOU,4,7.9,0.5,1.8,.286,0.2,1.2,.200,0.0,0.0,.000,0.5,1.5,0.2,1.0,1.2,0.5,0.0,0.0,1.2
503,Omer Asik,CHI,18,10.1,0.5,1.2,.409,0.0,0.0,.000,0.2,0.7,.308,0.5,1.1,0.5,2.1,2.6,0.2,0.1,0.2,1.2
504,Zhou Qi,HOU,18,6.9,0.3,1.8,.188,0.1,1.1,.105,0.4,0.7,.667,0.6,0.8,0.3,0.9,1.2,0.1,0.1,0.8,1.2
505,Ike Anigbogu,IND,11,2.7,0.4,0.8,.444,0.0,0.0,.000,0.5,0.5,.833,0.2,0.1,0.5,0.4,0.8,0.0,0.1,0.3,1.2
506,Darrun Hilliard,SAS,14,6.8,0.4,1.4,.263,0.0,0.4,.000,0.4,0.5,.857,0.3,0.5,0.0,0.5,0.5,0.8,0.1,0.0,1.1
507,Demetrius Jackson,PHI,15,5.3,0.5,1.2,.389,0.1,0.5,.143,0.1,0.1,.500,0.7,0.5,0.3,0.5,0.8,0.6,0.3,0.1,1.1
508,Kadeem Allen,BOS,18,6.0,0.3,1.2,.273,0.0,0.6,.000,0.4,0.5,.778,0.5,0.8,0.2,0.4,0.6,0.7,0.2,0.1,1.1
509,Alex Poythress,IND,25,4.2,0.4,1.0,.423,0.2,0.4,.364,0.0,0.0,.000,0.1,0.6,0.3,0.4,0.7,0.1,0.1,0.0,1.0
510,Matt Costello,SAS,4,8.1,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.2,1.8,0.2,2.0,2.2,0.5,0.5,0.5,1.0
511,Georges Niang,UTA,9,3.5,0.4,1.2,.364,0.0,0.4,.000,0.1,0.2,.500,0.3,0.1,0.3,0.7,1.0,0.3,0.2,0.0,1.0
512,Reggie Hearn,DET,3,2.2,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
513,P.J. Dozier,OKC,2,1.6,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0
514,Derrick Williams,LAL,2,4.3,0.5,2.0,.250,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0
515,Scotty Hopson,DAL,1,8.4,0.0,1.0,.000,0.0,0.0,.000,1.0,2.0,.500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
516,Jake Layman,POR,35,4.6,0.4,1.3,.298,0.1,0.6,.200,0.1,0.1,.667,0.1,0.4,0.1,0.3,0.5,0.3,0.2,0.1,1.0
517,D.J. Wilson,MIL,22,3.2,0.4,0.7,.562,0.1,0.2,.400,0.0,0.1,.500,0.2,0.3,0.1,0.4,0.5,0.1,0.1,0.0,1.0
518,Tony Bradley,UTA,9,3.2,0.3,1.2,.273,0.0,0.1,.000,0.2,0.2,1.000,0.0,0.1,0.4,0.8,1.2,0.1,0.0,0.0,0.9
519,Julyan Stone,CHA,23,7.6,0.3,0.6,.462,0.3,0.6,.462,0.0,0.1,.500,0.3,0.9,0.0,1.2,1.3,1.1,0.2,0.1,0.8
520,Jake Wiley,BRK,5,6.7,0.2,0.8,.250,0.2,0.4,.500,0.2,0.4,.500,0.0,0.8,0.4,1.8,2.2,0.4,0.2,0.0,0.8
521,Josh Smith,NOP,3,3.9,0.3,1.3,.250,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.3,1.3,0.0,0.0,0.0,0.7
522,Jacob Pullen,PHI,3,2.0,0.3,0.7,.500,0.0,0.3,.000,0.0,0.0,.000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
523,Vander Blue,LAL,5,9.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.4,.500,0.6,0.4,0.0,0.2,0.2,0.6,0.2,0.0,0.6
524,Cole Aldrich,MIN,21,2.3,0.2,0.7,.333,0.0,0.0,.000,0.1,0.3,.333,0.0,0.5,0.1,0.6,0.7,0.1,0.1,0.0,0.6
525,Udonis Haslem,MIA,14,5.1,0.2,1.1,.200,0.1,0.6,.125,0.1,0.1,.500,0.1,0.2,0.2,0.5,0.7,0.4,0.0,0.1,0.6
526,London Perrantes,CLE,14,4.7,0.1,0.9,.154,0.0,0.2,.000,0.2,0.4,.600,0.1,0.4,0.1,0.2,0.3,0.4,0.1,0.1,0.5
527,Xavier Munford,MIL,6,3.5,0.2,1.0,.167,0.0,0.3,.000,0.2,0.3,.500,0.3,0.7,0.2,0.0,0.2,0.7,0.2,0.0,0.5
528,Charles Cooke,NOP,13,2.9,0.2,1.1,.143,0.1,0.6,.125,0.1,0.2,.500,0.1,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.5
529,Nate Wolters,UTA,5,3.8,0.2,1.2,.167,0.0,0.0,.000,0.0,0.0,.000,0.0,0.2,0.2,0.2,0.4,0.2,0.0,0.0,0.4
530,Nicolas Brussino,ATL,4,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0
531,Jarell Eddie,CHI,3,2.9,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,.000,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0
532,Chris Boucher,GSW,1,1.3,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
533,Xavier Silas,BOS,2,3.7,0.0,1.5,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0
534,Tyler Lydon,DEN,1,2.2,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Trey McKinney Jones,IND,1,1.2,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Ben Moore,IND,2,4.6,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,2.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0
537,Erik McCree,UTA,4,1.9,0.0,0.5,.000,0.0,0.2,.000,0.0,0.0,.000,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0
538,Luis Montero,DET,2,4.0,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
539,Mindaugas Kuzminskas,NYK,1,1.9,0.0,2.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Josh McRoberts,DAL,2,2.9,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,.000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
